Price,Area,Location,No. of Bedrooms,Bathrooms,City
3982000.0,1200.0,Naganathapura,1,1.0,Bengaluru
15000000.0,1018.0,Dodda Banaswadi,4,4.0,Bengaluru
5600000.0,918.0,Jigani,2,2.0,Bengaluru
6800000.0,1330.0,GD Layout,3,2.0,Bengaluru
7000000.0,1540.0,Munnekollal,3,2.0,Bengaluru
8000000.0,1200.0,Lakshminarayana Pura,2,2.0,Bengaluru
3700000.0,927.0,Sunkan palya,2,2.0,Bengaluru
7800000.0,1400.0,CV Raman Nagar,3,2.0,Bengaluru
8000000.0,1510.0,8th Phase JP Nagar,2,2.0,Bengaluru
2500000.0,302.0,Malleshwaram,2,2.0,Bengaluru
6152000.0,1500.0,ITPL,3,3.0,Bengaluru
7200000.0,1100.0,Vidyaranyapura,3,2.0,Bengaluru
6800000.0,1200.0,Sunkadakatte,3,3.0,Bengaluru
11500000.0,2282.0,Hormavu,4,4.0,Bengaluru
3749000.0,760.0,Jayanti Nagar,2,2.0,Bengaluru
10000000.0,2172.0,Sarjapur,3,3.0,Bengaluru
7200000.0,600.0,Kumaraswami Layout,2,2.0,Bengaluru
16500000.0,3300.0,8th Phase JP Nagar,3,3.0,Bengaluru
5100000.0,1242.0,Thubarahalli,3,3.0,Bengaluru
4800000.0,410.0,Moodalapalya,1,1.0,Bengaluru
4358000.0,1245.0,Uttarahalli,3,2.0,Bengaluru
4400000.0,1088.0,Kadugodi,2,2.0,Bengaluru
4600000.0,1200.0,Sahakara Nagar,2,2.0,Bengaluru
10000000.0,1995.0,TC Palaya,3,3.0,Bengaluru
8200000.0,1309.0,Haralur Road,2,2.0,Bengaluru
20000000.0,1717.0,BTM 1st Stage,3,3.0,Bengaluru
9000000.0,880.0,Gayathri Nagar,1,1.0,Bengaluru
9500000.0,1200.0,Abbigere,6,6.0,Bengaluru
4200000.0,1250.0,Maruthi Nagar,3,3.0,Bengaluru
24000000.0,3520.0,Hebbal,3,5.0,Bengaluru
5400000.0,1041.0,5th Phase JP Nagar,2,2.0,Bengaluru
6000000.0,1505.0,Sarjapur  Road,3,2.0,Bengaluru
15000000.0,1776.0,Bannerghatta,3,3.0,Bengaluru
8900000.0,1767.0,Bellandur,3,3.0,Bengaluru
5000000.0,1320.0,Kengeri,2,2.0,Bengaluru
6848000.0,1280.0,Bhuvaneshwari Nagar,2,2.0,Bengaluru
8305000.0,1245.0,Thanisandra,2,2.0,Bengaluru
4400000.0,1027.0,Haralur Road,2,1.0,Bengaluru
7200000.0,1065.0,Medahalli,3,3.0,Bengaluru
12900000.0,1814.0,Kannamangala,3,3.0,Bengaluru
11200000.0,1610.0,Ramagondanahalli,3,2.0,Bengaluru
7800000.0,850.0,Kumaraswami Layout,1,1.0,Bengaluru
7900000.0,1600.0,Kasavanhalli,3,3.0,Bengaluru
14000000.0,3200.0,Old Mangammanapalya Road,3,4.0,Bengaluru
7713000.0,1250.0,Canara Bank Colony,3,2.0,Bengaluru
7500000.0,1475.0,Ittamadu,3,3.0,Bengaluru
7500000.0,1353.0,Electronic City,2,2.0,Bengaluru
21000000.0,2100.0,Maruthi Sevanagar,3,3.0,Bengaluru
5800000.0,1750.0,Electronics City Phase 1,3,3.0,Bengaluru
9600000.0,1270.0,Sahakara Nagar,2,2.0,Bengaluru
7500000.0,2700.0,Battarahalli,3,3.0,Bengaluru
18800000.0,2695.0,Thanisandra,4,4.0,Bengaluru
6500000.0,1330.0,Hessarghatta,3,3.0,Bengaluru
9000000.0,1400.0,BTM 2nd Stage,2,2.0,Bengaluru
19500000.0,4000.0,Gubbalala,4,5.0,Bengaluru
7500000.0,1700.0,Kanakpura Road,3,3.0,Bengaluru
9000000.0,1585.0,Kasavanhalli,2,2.0,Bengaluru
6700000.0,1385.0,Kothanur,3,3.0,Bengaluru
6700000.0,1128.0,Electronic City,2,2.0,Bengaluru
21800000.0,60.0,Whitefield,4,4.0,Bengaluru
6000000.0,1203.0,HSR Layout,2,2.0,Bengaluru
3500000.0,905.0,Mallasandra,2,2.0,Bengaluru
7900000.0,1450.0,Hennur Road,3,3.0,Bengaluru
3800000.0,1105.0,Varthur,2,2.0,Bengaluru
4613000.0,1200.0,Channasandra,2,2.0,Bengaluru
8900000.0,1530.0,Jalahalli,3,2.0,Bengaluru
3540000.0,1105.0,Whitefield,2,2.0,Bengaluru
7856000.0,1333.0,Dasarahalli,2,2.0,Bengaluru
844000.0,1350.0,Hosur Road,2,1.0,Bengaluru
7634000.0,1530.0,Old Madras Road,3,3.0,Bengaluru
9400000.0,1270.0,Whitefield,2,2.0,Bengaluru
8900000.0,1830.0,Bellandur,3,3.0,Bengaluru
3500000.0,900.0,Chandapura,2,2.0,Bengaluru
7800000.0,1450.0,Bannerghatta Road,3,2.0,Bengaluru
6500000.0,1525.0,J C Nagar,3,3.0,Bengaluru
6700000.0,1080.0,Mahalakshmi Layout,2,2.0,Bengaluru
7200000.0,1220.0,Bagalur Main Road,2,2.0,Bengaluru
6000000.0,1500.0,Govindapura,2,2.0,Bengaluru
9500000.0,1355.0,Koramangala,2,2.0,Bengaluru
5700000.0,1070.0,Electronic City,2,2.0,Bengaluru
18000000.0,1980.0,CV Raman Nagar,3,4.0,Bengaluru
3000000.0,842.0,Bommasandra,2,2.0,Bengaluru
3120000.0,700.0,Bannerghatta Road,1,1.0,Bengaluru
6500000.0,2500.0,Doddakammanahalli,3,4.0,Bengaluru
9500000.0,1884.0,"Kanakapura Road, ",3,3.0,Bengaluru
7500000.0,1100.0,Dena Bank Colony,2,2.0,Bengaluru
4350000.0,1185.0,Thanisandra,2,2.0,Bengaluru
17000000.0,2145.0,Varthur,3,3.0,Bengaluru
8900000.0,1220.0,Whitefield,2,2.0,Bengaluru
7500000.0,1192.0,6th Phase JP Nagar,2,2.0,Bengaluru
11000000.0,1449.0,Marathahalli,3,3.0,Bengaluru
9000000.0,1700.0,Electronic City,3,3.0,Bengaluru
15000000.0,1920.0,Hebbal,3,3.0,Bengaluru
9000000.0,1350.0,BTM 4th Stage,2,2.0,Bengaluru
7400000.0,1700.0,"Sarjapur Road, ",3,3.0,Bengaluru
7600000.0,1447.0,Hoodi,2,3.0,Bengaluru
10700000.0,1329.0,Kanakpura Road,2,2.0,Bengaluru
7044000.0,1314.0,Sarjapur  Road,3,2.0,Bengaluru
11000000.0,1200.0,Hal old airport road,3,3.0,Bengaluru
22000000.0,1214.0,Basavangudi,3,3.0,Bengaluru
6750000.0,1246.0,Vittasandra,2,2.0,Bengaluru
6500000.0,705.0,Ganga Nagar,1,1.0,Bengaluru
6200000.0,1220.0,Dasarahalli,2,2.0,Bengaluru
4500000.0,1800.0,Yelahanka New Town,3,2.0,Bengaluru
7500000.0,1400.0,Kaval Byrasandra,3,3.0,Bengaluru
8000000.0,1245.0,Kasavanhalli,2,2.0,Bengaluru
6300000.0,1495.0,Anantapuram,3,2.0,Bengaluru
3650000.0,996.0,Gollarapalya Hosahalli,2,2.0,Bengaluru
4400000.0,1000.0,Yelahanka New Town,2,2.0,Bengaluru
7500000.0,1250.0,Chikka Banaswadi,2,2.0,Bengaluru
8000000.0,1261.0,Thanisandra,3,2.0,Bengaluru
4600000.0,1080.0,Electronics City Phase 1,2,2.0,Bengaluru
5000000.0,1230.0,Akshayanagara East,2,2.0,Bengaluru
2553000.0,982.0,Kammasandra,2,2.0,Bengaluru
13500000.0,1590.0,HSR Layout,3,2.0,Bengaluru
3900000.0,1220.0,Horamavu Agara,2,2.0,Bengaluru
10500000.0,1750.0,Green Glen Layout,3,3.0,Bengaluru
6215000.0,1436.0,Whitefield,3,2.0,Bengaluru
14000000.0,1500.0,Malleshwaram,2,2.0,Bengaluru
9000000.0,1560.0,Varthur,3,3.0,Bengaluru
5900000.0,1275.0,Belatur,2,2.0,Bengaluru
3640000.0,1040.0,Ramanjaneyanagar,2,2.0,Bengaluru
11500000.0,2400.0,Bellandur,3,3.0,Bengaluru
21200000.0,3150.0,Kaggalipura,5,5.0,Bengaluru
16500000.0,1960.0,Karuna Nagar,3,3.0,Bengaluru
14500000.0,4500.0,Hosakerehalli,5,5.0,Bengaluru
7000000.0,450.0,Ulsoor,3,3.0,Bengaluru
4000000.0,648.0,Javarandoddi,1,1.0,Bengaluru
13000000.0,2100.0,Sarjapur  Road,3,3.0,Bengaluru
5282000.0,1365.0,Bommasandra,3,3.0,Bengaluru
1800000.0,650.0,Yelahanka New Town,1,1.0,Bengaluru
5200000.0,1200.0,Chandapura,2,2.0,Bengaluru
9000000.0,1100.0,Cooke Town,2,2.0,Bengaluru
5700000.0,1075.0,7th Phase JP Nagar,3,2.0,Bengaluru
6300000.0,1100.0,Banashankari,2,2.0,Bengaluru
5800000.0,1320.0,Akshya Nagar,3,2.0,Bengaluru
6500000.0,1500.0,Kammasandra,3,3.0,Bengaluru
15000000.0,1200.0,Vijaypura,5,5.0,Bengaluru
12600000.0,1125.0,Bapuji Nagar,3,3.0,Bengaluru
3200000.0,1075.0,Bisuvanahalli,3,2.0,Bengaluru
7548000.0,1480.0,Chennammana Kere,3,3.0,Bengaluru
1300000.0,500.0,Austin Town,1,1.0,Bengaluru
12500000.0,1200.0,Kaikondrahalli,4,4.0,Bengaluru
3644000.0,1041.0,Kanakpura Road,2,2.0,Bengaluru
4840000.0,1128.0,Doddanekundi,2,2.0,Bengaluru
9000000.0,1685.0,Hosur Road,3,3.0,Bengaluru
6500000.0,1180.0,Guddadahalli,2,2.0,Bengaluru
6000000.0,1200.0,Ejipura,2,2.0,Bengaluru
3950000.0,1250.0,Mangammanapalya,3,3.0,Bengaluru
4500000.0,1000.0,Chelekare,2,2.0,Bengaluru
8000000.0,600.0,Yelahanka New Town,2,2.0,Bengaluru
8200000.0,600.0,2nd Stage Nagarbhavi,3,3.0,Bengaluru
8500000.0,1760.0,Varthur,2,2.0,Bengaluru
5500000.0,975.0,Amam Enclave Layout,2,2.0,Bengaluru
4200000.0,1190.0,Kashi Nagar,2,2.0,Bengaluru
4600000.0,1110.0,Kudlu,2,2.0,Bengaluru
4450000.0,1235.0,Gunjur,2,2.0,Bengaluru
5500000.0,1275.0,Nanjappa Garden,2,2.0,Bengaluru
11500000.0,1115.0,Victoria Layout,2,2.0,Bengaluru
7600000.0,1197.0,Harlur,2,2.0,Bengaluru
3200000.0,644.0,Begur Road,1,1.0,Bengaluru
4700000.0,1251.0,Bellandur,2,2.0,Bengaluru
3000000.0,1105.0,Neeladri Nagar,2,2.0,Bengaluru
3800000.0,1080.0,4th Phase JP Nagar,2,2.0,Bengaluru
11400000.0,2100.0,Kudlu,4,3.0,Bengaluru
20000000.0,1600.0,Kammanahalli,4,4.0,Bengaluru
6411000.0,1731.0,NRI Layout,3,3.0,Bengaluru
5500000.0,1206.0,Hormavu,2,2.0,Bengaluru
7800000.0,1560.0,Choodasandra,3,3.0,Bengaluru
4700000.0,750.0,7th Phase JP Nagar,1,1.0,Bengaluru
9000000.0,1035.0,Billekahalli,2,2.0,Bengaluru
15000000.0,1200.0,Ramamurthy Nagar,6,6.0,Bengaluru
3579999.9999999995,702.0,Sarjapur  Road,1,1.0,Bengaluru
6500000.0,1700.0,Attibele,3,3.0,Bengaluru
6850000.0,1145.0,HRBR Layout,2,2.0,Bengaluru
4350000.0,1208.0,Ramamurthy Nagar,3,2.0,Bengaluru
7400000.0,1589.0,Brookefield,3,3.0,Bengaluru
2200000.0,560.0,Allalasandra,2,2.0,Bengaluru
6150000.0,1426.0,Yelahanka New Town,3,2.0,Bengaluru
13500000.0,1885.0,Green Glen Layout,3,3.0,Bengaluru
3777000.000000001,935.0,Old Madras Road,2,2.0,Bengaluru
7300000.0,1171.0,Old Madras Road,2,2.0,Bengaluru
6000000.0,1465.0,Singasandra,2,2.0,Bengaluru
9500000.0,1820.0,Budigere,3,3.0,Bengaluru
6684999.999999999,1580.0,Raja Rajeshwari Nagar,3,2.0,Bengaluru
4629000.0,1452.0,Whitefield,3,2.0,Bengaluru
8956000.0,1445.0,Hennur Road,3,2.0,Bengaluru
3900000.0,1170.0,Gollahalli,2,2.0,Bengaluru
5000000.0,1070.0,Anjappa Layout,2,2.0,Bengaluru
16000000.0,2600.0,Rachenahalli,3,3.0,Bengaluru
5975000.0,1532.0,Shikaripalya,3,3.0,Bengaluru
4600000.0,1150.0,AGS Layout,2,2.0,Bengaluru
8500000.0,1473.0,Jakkur,2,2.0,Bengaluru
8098999.999999999,1350.0,Kathriguppe,3,3.0,Bengaluru
16600000.0,1980.0,CV Raman Nagar,3,4.0,Bengaluru
12800000.0,1660.0,Hoodi,3,3.0,Bengaluru
4500000.0,650.0,Chamrajpet,2,2.0,Bengaluru
9000000.0,1495.0,Chikkakannalli,3,3.0,Bengaluru
4800000.0,1080.0,R.T. Nagar,2,2.0,Bengaluru
5750000.0,1521.0,Electronic City,3,2.0,Bengaluru
5100000.0,1053.0,Aishwarya Crystal Layout,2,2.0,Bengaluru
11500000.0,800.0,Kanakpura Road,5,5.0,Bengaluru
1200000.0,2400.0,Begur,3,3.0,Bengaluru
3900000.0,1250.0,OLd Gurappanapalya,3,3.0,Bengaluru
7500000.0,1200.0,Ramanagara Channapatna,2,2.0,Bengaluru
15000000.0,840.0,Ulsoor,1,1.0,Bengaluru
3950000.0,1000.0,Uttarahalli,2,2.0,Bengaluru
6800000.0,1630.0,Bannerghatta Road,3,3.0,Bengaluru
4050000.0,985.0,Kammasandra,2,2.0,Bengaluru
7000000.0,1200.0,BTM 2nd Stage,2,2.0,Bengaluru
10000000.0,1650.0,Ambalipura,3,3.0,Bengaluru
5900000.0,1670.0,Mico Layout,3,3.0,Bengaluru
20500000.0,1200.0,5th Block Hbr Layout,5,5.0,Bengaluru
11000000.0,1240.0,Sarjapur  Road,4,4.0,Bengaluru
6000000.0,1000.0,Maheswari Nagar,2,2.0,Bengaluru
2600000.0,830.0,Doddabanahalli,2,2.0,Bengaluru
5610000.0,1200.0,Ramagondanahalli,3,3.0,Bengaluru
8500000.0,1635.0,Nagarbhavi,3,3.0,Bengaluru
7000000.0,1120.0,HSR Layout,2,2.0,Bengaluru
20000000.0,2750.0,Kamakya Layout,6,6.0,Bengaluru
18500000.0,1760.0,Sector 7 HSR Layout,3,3.0,Bengaluru
11000000.0,2137.0,Harlur,3,3.0,Bengaluru
5074000.0,973.0,Hennur Road,2,2.0,Bengaluru
3500000.0,750.0,Electronic City,1,1.0,Bengaluru
4900000.0,883.0,Kambipura,2,2.0,Bengaluru
7600000.0,660.0,Thyagraj Nagar,2,2.0,Bengaluru
22000000.0,2787.0,Ramagondanahalli,4,5.0,Bengaluru
6000000.0,1470.0,Devasthanagalu,3,2.0,Bengaluru
2495000.0,891.0,Electronics City Phase 1,2,2.0,Bengaluru
7600000.0,1275.0,"Sarjapur Road, ",2,2.0,Bengaluru
12000000.0,1787.0,Kothanur,3,3.0,Bengaluru
7500000.0,1730.0,8th Phase JP Nagar,5,5.0,Bengaluru
11000000.0,1320.0,Sarjapur  Road,2,2.0,Bengaluru
10800000.0,1692.0,Yeshwanthpur,3,3.0,Bengaluru
6900000.0,1400.0,Bannerghatta Road,3,3.0,Bengaluru
5600000.0,1370.0,Whitefield,2,2.0,Bengaluru
5600000.0,1602.0,Thirumenahalli,3,3.0,Bengaluru
4000000.0,793.0,"Hoodi Circle, ",1,1.0,Bengaluru
3500000.0,675.0,GM Palaya,1,1.0,Bengaluru
13600000.0,3250.0,Chikka Tirupathi,4,4.0,Bengaluru
4300000.0,1050.0,Whitefield,2,2.0,Bengaluru
4250000.0,1035.0,Jalahalli East,2,2.0,Bengaluru
4400000.0,1200.0,Sarjapur  Road,3,2.0,Bengaluru
12800000.0,1800.0,Sarjapur  Road,3,3.0,Bengaluru
7000000.0,1625.0,Green Glen Layout,3,3.0,Bengaluru
3199000.0,1032.0,Electronics City Phase 1,2,2.0,Bengaluru
7181000.0,1496.0,Whitefield,3,2.0,Bengaluru
3800000.0,1100.0,Kothnoor Dinne,2,2.0,Bengaluru
5000000.0,1500.0,Kundalahalli,3,3.0,Bengaluru
3263000.0000000005,1125.0,Electronic City Phase II,2,2.0,Bengaluru
7300000.0,1555.0,Chikka Banaswadi,3,3.0,Bengaluru
4200000.0,1025.0,Amruthahalli,2,2.0,Bengaluru
13000000.0,1630.0,Banagirinagar,3,2.0,Bengaluru
4450000.0,900.0,Arekere,2,2.0,Bengaluru
7500000.0,1355.0,Yelahanka,3,2.0,Bengaluru
4500000.0,1200.0,Akshaya Nagar,2,2.0,Bengaluru
6300000.0,1563.0,Suraksha Nagar,3,3.0,Bengaluru
8400000.0,1344.0,Medaralli,4,4.0,Bengaluru
4200000.0,812.0,5th Phase JP Nagar,2,2.0,Bengaluru
7000000.0,1200.0,Basaveshwara Nagar,2,2.0,Bengaluru
15600000.0,3175.0,Yelahanka,4,4.0,Bengaluru
10100000.0,1360.0,Marathahalli,2,2.0,Bengaluru
11000000.0,1756.0,Rachenahalli,3,3.0,Bengaluru
5183000.0,1296.0,8th Phase JP Nagar,3,2.0,Bengaluru
5000000.0,1141.0,Anandapura,2,2.0,Bengaluru
5500000.0,1210.0,Electronic City,2,2.0,Bengaluru
6700000.0,1310.0,Hormavu,2,2.0,Bengaluru
13900000.0,1356.0,Ejipura,5,5.0,Bengaluru
14000000.0,1745.0,Gubbalala,3,3.0,Bengaluru
12500000.0,1200.0,KR Puram,5,5.0,Bengaluru
3700000.0,1050.0,Raja Rajeshwari Nagar,2,2.0,Bengaluru
3400000.0,1140.0,Electronic City Phase II,2,2.0,Bengaluru
5400000.0,1210.0,Varthur,2,2.0,Bengaluru
14200000.0,2035.0,Kasavanhalli,3,3.0,Bengaluru
1709000.0,633.0,Sarjapur,1,1.0,Bengaluru
1950000.0,485.0,Amruthahalli,1,1.0,Bengaluru
8200000.0,1200.0,Ullal Uppanagar,2,2.0,Bengaluru
18700000.0,2275.0,Sarjapur  Road,3,4.0,Bengaluru
8500000.0,1419.0,Doddanakundi Industrial Area 2,3,3.0,Bengaluru
4240000.0,1195.0,Sri Sai Layout,2,2.0,Bengaluru
11700000.0,1884.0,Thanisandra,3,4.0,Bengaluru
5800000.0,905.0,Bannerghatta Road,2,2.0,Bengaluru
10800000.0,1500.0,JP Nagar,3,2.0,Bengaluru
5000000.0,850.0,Chikkajala,1,1.0,Bengaluru
5980000.0,1165.0,Tindlu,2,2.0,Bengaluru
5500000.0,933.0,Maruthi Sevanagar,2,2.0,Bengaluru
7700000.0,1305.0,Hennur Road,3,2.0,Bengaluru
6500000.0,1125.0,Billekahalli,2,2.0,Bengaluru
3300000.0,865.0,BSM Extension,2,2.0,Bengaluru
6600000.0,1245.0,Jigani,3,3.0,Bengaluru
6000000.0,1145.0,Udayagiri,3,2.0,Bengaluru
9000000.0,2000.0,AECS Layout,3,3.0,Bengaluru
4368000.0,625.0,Hosa Road,1,1.0,Bengaluru
12800000.0,1724.0,Kundalahalli,3,3.0,Bengaluru
7500000.0,400.0,Madiwala,1,1.0,Bengaluru
5400000.0,1270.0,Sarjapur  Road,3,2.0,Bengaluru
3950000.0,1250.0,Madiwala,3,3.0,Bengaluru
7200000.0,1485.0,Jakkur,3,3.0,Bengaluru
8000000.0,823.0,Shankarapuram,2,2.0,Bengaluru
5000000.0,990.0,7th Phase JP Nagar,2,2.0,Bengaluru
7800000.0,1140.0,Kadubeesanahalli,2,2.0,Bengaluru
12500000.0,1756.0,Yelahanka,3,3.0,Bengaluru
4800000.0,1025.0,Doddakannelli,2,2.0,Bengaluru
7200000.0,1216.0,Whitefield,2,2.0,Bengaluru
6080000.0,1026.0,Sarjapur  Road,2,2.0,Bengaluru
12500000.0,2700.0,Kodichikkanahalli,4,4.0,Bengaluru
6000000.0,1411.0,Begur,3,2.0,Bengaluru
3960000.0,1320.0,Kanakpura Road,3,2.0,Bengaluru
5000000.0,1320.0,Bannerghatta,2,2.0,Bengaluru
11000000.0,615.0,OMBR Layout,4,4.0,Bengaluru
15500000.0,1804.0,Kalena Agrahara,3,3.0,Bengaluru
10500000.0,1200.0,Banjara Layout,4,4.0,Bengaluru
18900000.0,2375.0,Hebbal,4,4.0,Bengaluru
12000000.0,1750.0,Chamundi Nagar,3,3.0,Bengaluru
13000000.0,960.0,Wilson Garden,5,5.0,Bengaluru
5500000.0,1152.0,TC Palaya,2,2.0,Bengaluru
5400000.0,965.0,Thanisandra,2,2.0,Bengaluru
12000000.0,1684.0,Lingadheeranahalli,3,3.0,Bengaluru
8600000.0,1672.0,Hennur Road,3,3.0,Bengaluru
6000000.0,1075.0,Panathur,2,2.0,Bengaluru
9500000.0,1500.0,Sarjapur,5,5.0,Bengaluru
9926000.0,1420.0,Hebbal,2,2.0,Bengaluru
4000000.0,750.0,Nagashetty Halli,2,2.0,Bengaluru
6408000.0,1169.0,Yeshwanthpur,2,2.0,Bengaluru
6200000.0,1290.0,Devanahalli,3,2.0,Bengaluru
4060000.0,1160.0,Kengeri,2,2.0,Bengaluru
9500000.0,2800.0,Shampura,5,5.0,Bengaluru
7000000.0,1500.0,Mysore Road,3,3.0,Bengaluru
18000000.0,1850.0,Domlur,3,3.0,Bengaluru
4600000.0,1300.0,Venkatapura,3,3.0,Bengaluru
17000000.0,2150.0,Bhoopsandra,3,3.0,Bengaluru
11000000.0,1875.0,Kadugodi,2,2.0,Bengaluru
8200000.0,1260.0,Hulimavu,3,2.0,Bengaluru
10000000.0,2500.0,Kengeri,4,4.0,Bengaluru
6400000.0,1241.0,Begur Road,2,2.0,Bengaluru
4550000.0,1025.0,Sarjapur  Road,2,2.0,Bengaluru
21800000.0,1500.0,Postal Colony,1,1.0,Bengaluru
4000000.0,815.0,Begur,2,2.0,Bengaluru
10500000.0,2000.0,Kanakpura Road,3,3.0,Bengaluru
19000000.0,1400.0,Malleshwaram,2,2.0,Bengaluru
17500000.0,1740.0,Varthur,4,4.0,Bengaluru
7000000.0,1216.0,Sarjapur  Road,2,2.0,Bengaluru
19000000.0,2200.0,pavitra paradise,3,2.0,Bengaluru
10500000.0,970.0,Shampura,6,6.0,Bengaluru
6200000.0,1200.0,Kanakpura Road,2,2.0,Bengaluru
5018000.0,1026.0,Marathahalli,2,2.0,Bengaluru
2000000.0,450.0,Hulimavu,1,1.0,Bengaluru
4579000.0,1205.0,KR Puram,2,2.0,Bengaluru
8700000.0,1368.0,Jakkur Plantation,2,2.0,Bengaluru
1250000.0,420.0,Anekal,1,1.0,Bengaluru
4200000.0,1270.0,Doddakallasandra,2,2.0,Bengaluru
2800000.0,614.0,Anekal,2,1.0,Bengaluru
5800000.0,1050.0,Margondanahalli,2,2.0,Bengaluru
5800000.0,1408.0,Yelahanka,2,2.0,Bengaluru
8000000.0,1507.0,Reliaable Tranquil Layout,3,3.0,Bengaluru
5700000.0,1160.0,kadubisnahalli,2,2.0,Bengaluru
7000000.0,1200.0,Kithaganur,3,3.0,Bengaluru
5000000.0,960.0,Poorna Pragna Layout,2,2.0,Bengaluru
4600000.0,1021.0,NGR Layout,2,2.0,Bengaluru
12900000.0,2162.03,Hegde Nagar,3,4.0,Bengaluru
3600000.0,1065.0,Channasandra,2,2.0,Bengaluru
1025000.0,400.0,Attibele,1,1.0,Bengaluru
7500000.0,1465.0,Bannerghatta Road,3,2.0,Bengaluru
9500000.0,1800.0,Marathahalli,3,3.0,Bengaluru
8300000.0,1175.0,Amblipura,2,2.0,Bengaluru
5900000.0,1050.0,Sanjay nagar,2,2.0,Bengaluru
15000000.0,1650.0,Indira Nagar,3,3.0,Bengaluru
9700000.0,1827.0,KR Puram,3,3.0,Bengaluru
12200000.0,1930.0,Thanisandra,3,4.0,Bengaluru
3700000.0,883.0,Mysore Road,2,2.0,Bengaluru
1675000.0,550.0,Kengeri,1,1.0,Bengaluru
3869000.0,1290.0,Kanakapura,3,2.0,Bengaluru
5900000.0,1021.0,Raja Rajeshwari Nagar,3,3.0,Bengaluru
5500000.0,1158.0,Whitefield,2,2.0,Bengaluru
9900000.0,1200.0,Varanasi,4,4.0,Bengaluru
13500000.0,1400.0,Nagarbhavi,3,2.0,Bengaluru
20000000.0,2400.0,Doddaballapur,3,3.0,Bengaluru
5790000.0,1200.0,Munnekollal,3,2.0,Bengaluru
12500000.0,1520.0,JP Nagar,3,3.0,Bengaluru
17700000.0,2710.0,EPIP Zone,3,3.0,Bengaluru
5700000.0,1150.0,Kenchenahalli,2,2.0,Bengaluru
3700000.0,1101.0,Yelahanka,2,2.0,Bengaluru
11000000.0,1200.0,Mahalakshmi Layout,3,2.0,Bengaluru
9200000.0,1252.0,Hebbal,2,2.0,Bengaluru
8500000.0,1650.0,Marathahalli,3,3.0,Bengaluru
8000000.0,1270.0,Marathahalli,2,2.0,Bengaluru
7000000.0,992.0,Tumkur Road,2,2.0,Bengaluru
3450000.0,893.0,Geddalahalli,2,2.0,Bengaluru
4149000.0,1075.0,Bisuvanahalli,3,2.0,Bengaluru
4200000.0,1190.0,Electronic City,2,2.0,Bengaluru
6000000.0,800.0,Ashwathnagar,2,2.0,Bengaluru
6300000.0,1814.0,Sarjapur  Road,3,3.0,Bengaluru
9800000.0,1400.0,Rahmath Nagar,3,3.0,Bengaluru
5600000.0,1344.0,Murugeshpalya,3,2.0,Bengaluru
9500000.0,1843.0,Kanakpura Road,3,3.0,Bengaluru
3200000.0,1138.0,Chikkadunnasandra,2,2.0,Bengaluru
7000000.0,1495.0,Nagappa Reddy Layout,3,2.0,Bengaluru
1900000.0,880.0,Electronic City,2,2.0,Bengaluru
7400000.0,1396.0,Whitefield,3,3.0,Bengaluru
11900000.0,1610.0,Garudachar Palya,3,2.0,Bengaluru
5500000.0,1050.0,Tindlu,2,2.0,Bengaluru
4371000.0,1410.0,Kumbena Agrahara,3,2.0,Bengaluru
3780000.0,1050.0,Ramamurthy Nagar,2,2.0,Bengaluru
8500000.0,1310.0,Kumaraswami Layout,3,2.0,Bengaluru
5800000.0,1104.0,Yelahanka,2,2.0,Bengaluru
6700000.0,1165.0,Hennur Road,2,2.0,Bengaluru
6000000.0,1310.0,Hormavu,2,2.0,Bengaluru
5200000.0,1052.0,Chikkanahalli,2,2.0,Bengaluru
4500000.0,1000.0,1st Block Koramangala,2,2.0,Bengaluru
3808000.0,1150.0,Electronic City,2,2.0,Bengaluru
7067000.0,2019.0,Thanisandra,3,3.0,Bengaluru
3100000.0,986.0,Varthur,2,2.0,Bengaluru
14500000.0,1350.0,Banashankari Stage III,1,1.0,Bengaluru
9500000.0,1893.0,Akshaya Nagar,3,4.0,Bengaluru
5600000.0,1318.0,Gollarapalya Hosahalli,3,3.0,Bengaluru
5800000.0,1325.0,Yelahanka,3,2.0,Bengaluru
3300000.0,800.0,Kereguddadahalli,2,2.0,Bengaluru
4225000.0,1300.0,Canara Bank Colony,3,3.0,Bengaluru
6000000.0,1300.0,Dodda Banaswadi,3,2.0,Bengaluru
17000000.0,2500.0,Ulsoor,4,4.0,Bengaluru
16500000.0,1520.0,Halanayakanahalli,3,3.0,Bengaluru
8500000.0,1665.0,Bellandur,3,3.0,Bengaluru
8000000.0,1800.0,Subramanyapura,3,3.0,Bengaluru
7500000.0,1197.0,Harlur,2,2.0,Bengaluru
4500000.0,1050.0,Manayata Tech Park,2,2.0,Bengaluru
19400000.0,910.0,Manjunath Nagar,4,4.0,Bengaluru
6800000.0,1241.0,Thanisandra,3,2.0,Bengaluru
6200000.0,1567.0,Maithri Layout,3,2.0,Bengaluru
11000000.0,1747.0,Kasavanhalli,3,3.0,Bengaluru
5500000.0,1475.0,Ramagondanahalli,3,2.0,Bengaluru
7000000.0,600.0,Park View Layout,4,4.0,Bengaluru
5100000.0,980.0,Hennur Road,2,2.0,Bengaluru
5800000.0,966.0,Dasanapura,2,2.0,Bengaluru
18500000.0,2360.0,Ferrar Nagar,4,3.0,Bengaluru
